category,rating,timestamp,price,platform,location
Clothing,3.2,2023-02-04,287.88,Mobile App,Africa
Games,4.5,2023-02-18,426.46,Web,Asia
Beauty,2.7,2024-04-23,146.55,Web,Europe
Electronics,2.7,2023-06-17,147.38,Mobile App,Australia
Sports,3.4,2023-03-31,336.62,Smart TV,Asia
Music,1.6,2024-05-08,52.18,Mobile App,Australia
Books,1.9,2023-02-10,388.38,Smart TV,Africa
Home,2.1,2024-03-21,459.43,Smart TV,Europe
Electronics,2.7,2024-10-21,123.99,Web,South America
Games,3.9,2024-04-28,228.93,Tablet,Australia
Books,2.7,2024-05-21,241.65,Tablet,North America
Electronics,4.0,2024-09-11,299.5,Smart TV,Europe
Home,4.8,2024-10-16,351.91,Web,Australia
Home,4.9,2024-09-21,204.26,Tablet,Asia
Books,1.8,2023-01-14,264.08,Tablet,South America
Home,2.5,2024-04-29,306.67,Smart TV,Africa
Sports,2.3,2024-05-07,134.34,Smart TV,Asia
Music,4.4,2024-01-03,275.81,Web,Africa
Sports,1.0,2024-10-24,9.53,Tablet,Africa
Music,1.7,2024-09-09,118.94,Web,North America
Books,3.9,2023-08-14,237.55,Tablet,South America
Movies,2.6,2024-01-30,456.77,Tablet,Asia
Beauty,3.7,2023-09-27,32.56,Mobile App,South America
Electronics,1.8,2024-07-10,208.92,Mobile App,Asia
Home,3.1,2024-04-18,267.66,Web,Europe
Clothing,4.4,2023-09-29,428.38,Tablet,Australia
Books,3.2,2023-02-11,192.81,Mobile App,Europe
Beauty,3.5,2024-11-28,233.88,Smart TV,Africa
Electronics,4.0,2024-03-25,318.07,Web,Africa
Home,3.0,2024-08-12,39.68,Tablet,South America
Movies,1.4,2023-09-28,21.65,Smart TV,Australia
Beauty,1.9,2024-07-17,229.13,Tablet,Australia
Sports,2.8,2024-12-21,219.56,Web,Asia
Movies,2.5,2023-03-22,362.7,Web,North America
Sports,2.2,2024-08-11,283.01,Smart TV,Asia
Movies,1.5,2024-03-09,270.15,Smart TV,Asia
Clothing,2.9,2023-02-07,122.36,Smart TV,Asia
Sports,3.6,2024-01-19,416.12,Web,Africa
Movies,3.1,2023-07-30,319.67,Tablet,Asia
Electronics,4.3,2023-12-09,238.39,Web,South America
Music,4.3,2023-06-18,94.42,Smart TV,Africa
Beauty,5.0,2023-12-26,315.75,Mobile App,Asia
Clothing,2.6,2023-12-31,177.25,Smart TV,Europe
Clothing,3.6,2024-09-13,37.74,Mobile App,Africa
Electronics,4.1,2024-12-03,48.39,Web,Australia
Books,2.9,2023-03-04,87.59,Smart TV,Asia
Movies,4.4,2024-01-07,96.58,Smart TV,Europe
Movies,3.3,2023-07-13,417.08,Tablet,Australia
Electronics,1.4,2023-06-30,29.94,Mobile App,North America
Home,2.4,2024-11-01,390.48,Tablet,South America
Movies,2.3,2023-08-10,227.35,Web,Africa
Electronics,3.6,2023-08-09,274.95,Mobile App,South America
Beauty,2.3,2024-04-25,76.23,Web,Africa
Books,3.9,2023-01-03,14.41,Smart TV,Australia
Beauty,1.9,2024-07-31,89.22,Smart TV,South America
Sports,4.3,2024-08-28,266.9,Smart TV,Africa
Games,3.9,2023-03-22,144.81,Tablet,Asia
Clothing,1.6,2024-11-18,249.32,Mobile App,North America
Beauty,1.3,2024-05-24,462.22,Mobile App,North America
Beauty,3.0,2024-02-01,37.05,Web,Africa
Electronics,4.5,2024-10-20,493.87,Web,Africa
Electronics,3.9,2023-07-04,361.95,Tablet,South America
Movies,4.6,2024-10-31,218.13,Mobile App,Africa
Beauty,4.4,2024-07-29,472.38,Web,Africa
Clothing,2.9,2024-09-19,214.22,Tablet,North America
Clothing,4.9,2024-08-21,203.02,Mobile App,Australia
Games,2.7,2023-05-23,269.05,Web,South America
Games,1.7,2023-07-26,231.22,Web,Europe
Electronics,2.5,2024-09-07,142.66,Web,Europe
Clothing,2.5,2024-04-17,174.59,Smart TV,Africa
Music,2.4,2024-09-19,243.65,Tablet,South America
Movies,3.6,2024-06-12,327.05,Web,Asia
Movies,2.8,2024-01-07,497.05,Mobile App,Asia
Games,2.9,2024-03-24,50.28,Mobile App,North America
Sports,1.4,2023-01-30,65.84,Mobile App,Africa
Games,3.8,2023-12-02,50.87,Web,Europe
Games,3.6,2023-10-07,267.43,Smart TV,South America
Music,4.1,2023-04-01,367.39,Mobile App,Australia
Movies,3.6,2023-02-02,144.13,Smart TV,Asia
Books,3.3,2023-05-21,21.16,Tablet,Asia
Books,4.2,2023-02-12,330.22,Tablet,North America
Books,2.7,2023-12-26,431.05,Mobile App,North America
Electronics,1.2,2024-04-11,44.51,Web,South America
Beauty,2.7,2022-12-31,476.47,Mobile App,South America
Clothing,1.1,2023-02-07,260.42,Tablet,Europe
Music,3.7,2024-07-07,274.96,Mobile App,Australia
Books,3.5,2023-06-14,102.51,Mobile App,Asia
Games,2.3,2024-08-03,403.31,Tablet,North America
Movies,2.3,2024-04-19,130.36,Smart TV,Asia
Movies,1.0,2024-03-31,347.4,Smart TV,Australia
Electronics,3.1,2023-02-17,116.85,Web,Australia
Sports,2.8,2023-04-01,26.6,Tablet,South America
Home,4.0,2024-09-29,117.28,Mobile App,North America
Books,3.1,2023-06-07,450.03,Web,Europe
Movies,3.8,2023-07-28,485.19,Tablet,South America
Home,1.2,2023-04-28,487.76,Mobile App,Australia
Clothing,2.4,2023-08-16,427.02,Mobile App,Europe
Sports,4.1,2023-11-29,461.0,Smart TV,South America
Beauty,2.4,2023-11-10,447.18,Mobile App,Australia
Games,1.6,2023-06-25,431.63,Mobile App,South America
Games,4.0,2024-04-19,9.33,Mobile App,Australia
Beauty,2.2,2024-04-13,168.23,Web,Australia
Games,2.7,2023-01-04,224.48,Mobile App,Asia
Electronics,1.4,2024-08-27,218.74,Tablet,Australia
Games,3.3,2024-11-21,407.47,Mobile App,Africa
Music,2.0,2023-12-02,16.11,Smart TV,South America
Music,1.8,2024-08-24,264.67,Tablet,North America
Games,3.3,2023-02-11,398.34,Smart TV,Africa
Electronics,3.7,2024-10-08,210.16,Tablet,Africa
Books,1.2,2024-08-04,427.86,Web,Asia
Home,1.8,2024-05-11,349.72,Smart TV,Europe
Beauty,1.6,2024-07-22,5.89,Web,South America
Clothing,2.8,2023-12-02,478.0,Smart TV,Asia
Books,1.2,2023-06-13,481.22,Tablet,Europe
Sports,4.9,2023-10-19,18.97,Tablet,Europe
Sports,1.0,2024-09-19,201.93,Mobile App,Europe
Games,4.0,2023-12-15,352.48,Tablet,Asia
Books,3.2,2024-07-30,138.3,Web,South America
Music,2.2,2024-01-31,176.15,Web,North America
Sports,3.8,2024-10-06,217.87,Mobile App,Asia
Electronics,2.5,2024-02-13,312.55,Mobile App,Europe
Movies,4.2,2023-01-12,306.11,Web,Africa
Books,3.7,2024-04-04,386.81,Tablet,South America
Sports,2.8,2024-07-19,34.91,Web,Europe
Games,5.0,2023-08-03,109.22,Mobile App,Australia
Games,1.1,2023-11-07,343.66,Mobile App,Asia
Sports,2.5,2024-11-04,392.88,Web,Asia
Home,1.7,2023-05-21,37.14,Smart TV,North America
Movies,3.2,2024-07-09,371.63,Tablet,Africa
Clothing,4.4,2024-03-01,419.4,Web,Australia
Clothing,4.0,2023-03-21,360.69,Mobile App,Australia
Movies,2.4,2023-10-11,303.17,Web,Europe
Electronics,4.5,2023-07-24,39.3,Smart TV,Asia
Sports,3.1,2023-07-03,266.12,Mobile App,Africa
Home,3.9,2024-05-09,35.99,Mobile App,Asia
Games,2.9,2024-09-15,267.65,Smart TV,Africa
Beauty,3.5,2024-07-31,37.28,Mobile App,North America
Sports,3.4,2023-10-06,383.4,Mobile App,Asia
Games,3.0,2023-12-05,157.19,Smart TV,Africa
Movies,3.7,2023-05-12,405.22,Tablet,Europe
Music,1.7,2024-08-31,366.57,Mobile App,North America
Home,4.3,2024-11-15,392.0,Tablet,South America
Books,2.9,2024-09-30,457.26,Web,Europe
Clothing,3.4,2023-04-05,435.49,Mobile App,Asia
Home,2.2,2023-06-25,384.83,Tablet,Australia
Movies,2.0,2024-03-19,106.0,Web,Australia
Electronics,2.9,2024-04-25,417.28,Web,Europe
Beauty,4.2,2024-03-07,165.22,Tablet,South America
Sports,1.4,2024-03-14,224.04,Smart TV,Africa
Home,1.3,2024-01-28,474.95,Web,Africa
Movies,1.3,2023-06-09,13.03,Web,Asia
Beauty,4.0,2024-11-03,102.39,Smart TV,South America
Home,1.2,2024-05-04,65.22,Smart TV,Australia
Electronics,1.1,2024-09-21,388.38,Web,Australia
Beauty,3.6,2023-07-02,330.42,Tablet,South America
Games,2.6,2024-12-19,292.11,Mobile App,Asia
Clothing,4.6,2024-10-18,287.19,Smart TV,Australia
Sports,2.6,2024-02-18,251.41,Web,Asia
Sports,3.5,2023-07-10,117.92,Smart TV,Africa
Electronics,4.4,2024-02-17,61.39,Tablet,Africa
Clothing,4.8,2023-01-27,257.4,Smart TV,Asia
Home,4.0,2024-05-21,272.71,Web,North America
Home,4.2,2023-12-22,477.46,Tablet,Asia
Clothing,1.1,2023-07-05,320.28,Tablet,North America
Electronics,1.9,2024-03-22,210.84,Smart TV,Europe
Books,2.2,2024-01-10,82.38,Mobile App,Africa
Books,4.9,2023-05-29,272.46,Mobile App,Asia
Beauty,2.9,2024-05-25,435.23,Mobile App,South America
Sports,3.1,2024-09-28,460.8,Mobile App,North America
Books,2.5,2024-09-30,194.37,Tablet,Australia
Sports,2.6,2023-02-18,128.03,Web,Australia
Movies,2.8,2023-11-25,285.53,Tablet,Europe
Music,2.3,2023-02-04,395.13,Web,Australia
Games,2.3,2024-08-01,380.65,Web,Asia
Electronics,3.2,2024-06-21,201.14,Web,North America
Games,1.4,2024-11-26,82.98,Tablet,Africa
Movies,2.4,2023-02-10,42.65,Tablet,South America
Movies,3.9,2023-04-04,221.94,Smart TV,North America
Books,3.8,2023-07-10,315.08,Tablet,North America
Movies,3.3,2023-06-01,225.2,Tablet,Africa
Games,4.5,2024-04-11,401.44,Web,Europe
Books,4.6,2023-06-11,205.41,Web,Europe
Sports,4.7,2024-11-15,261.07,Tablet,South America
Home,3.9,2023-11-04,105.88,Smart TV,Africa
Movies,4.0,2023-11-04,494.34,Mobile App,Australia
Music,2.0,2023-09-08,58.19,Mobile App,Australia
Books,4.9,2024-04-19,308.19,Tablet,Europe
Music,3.5,2024-02-22,156.03,Mobile App,Australia
Games,2.8,2024-07-03,60.23,Mobile App,Europe
Home,3.7,2024-10-20,497.52,Tablet,Asia
Games,3.8,2022-12-25,219.13,Mobile App,Europe
Music,4.5,2023-06-06,465.97,Tablet,Australia
Sports,3.9,2024-02-03,18.76,Smart TV,Australia
Sports,2.1,2024-04-04,227.6,Tablet,Australia
Clothing,3.5,2024-01-19,455.34,Web,Africa
Sports,2.8,2023-05-28,85.61,Mobile App,Africa
Beauty,5.0,2024-08-28,467.38,Smart TV,South America
Games,3.0,2023-03-26,410.63,Mobile App,South America
Electronics,4.3,2024-04-06,191.32,Tablet,Europe
Games,5.0,2024-01-08,64.48,Mobile App,Australia
Sports,4.6,2024-07-01,53.56,Smart TV,Asia
Sports,2.8,2024-12-09,387.26,Web,Australia
Clothing,3.1,2023-11-24,32.69,Smart TV,Australia
Movies,2.0,2024-09-26,30.5,Mobile App,North America
Books,4.4,2024-01-05,287.88,Mobile App,Asia
Beauty,4.8,2024-02-28,129.44,Tablet,Australia
Home,4.7,2023-04-05,184.36,Mobile App,South America
Games,3.2,2024-07-05,336.32,Smart TV,North America
Books,4.7,2023-08-03,223.75,Mobile App,Australia
Clothing,4.3,2023-04-19,450.9,Tablet,Africa
Movies,3.6,2023-03-10,78.23,Tablet,Africa
Beauty,1.3,2024-05-14,248.51,Mobile App,Europe
Home,3.1,2024-06-20,328.27,Smart TV,South America
Music,2.7,2024-05-14,163.54,Web,North America
Sports,3.8,2023-10-16,270.45,Web,North America
Clothing,3.7,2024-08-08,224.97,Web,South America
Books,4.8,2024-10-30,177.07,Web,South America
Music,2.7,2023-07-04,120.6,Web,Europe
Home,2.1,2024-12-01,206.65,Mobile App,North America
Sports,1.7,2024-08-07,317.29,Mobile App,Africa
Electronics,4.8,2023-06-24,120.94,Smart TV,Europe
Beauty,2.4,2023-11-19,355.9,Smart TV,Asia
Music,1.0,2023-12-26,422.38,Web,South America
Beauty,2.2,2023-01-27,145.85,Tablet,Asia
Music,2.6,2023-01-28,312.66,Smart TV,Europe
Clothing,1.2,2024-03-20,372.76,Mobile App,Australia
Sports,3.2,2024-09-11,67.94,Web,Australia
Games,3.8,2024-02-10,400.7,Smart TV,Europe
Books,4.0,2023-06-23,377.55,Mobile App,North America
Sports,4.0,2023-10-04,398.09,Smart TV,Europe
Music,1.3,2024-03-17,19.86,Tablet,Africa
Music,4.8,2023-10-09,217.19,Web,Africa
Books,3.0,2024-05-24,99.36,Tablet,Asia
Music,4.4,2024-12-22,169.96,Smart TV,North America
Games,4.7,2024-04-06,396.71,Tablet,Asia
Movies,4.9,2024-07-12,174.6,Web,Asia
Clothing,3.1,2023-01-23,369.86,Smart TV,Europe
Music,4.7,2024-07-18,177.81,Mobile App,Asia
Games,3.6,2023-10-09,106.56,Web,Asia
Electronics,2.6,2023-03-09,239.71,Web,Asia
Beauty,3.6,2023-07-18,219.74,Web,Europe
Movies,2.7,2024-09-23,74.09,Smart TV,North America
Clothing,4.8,2024-05-06,257.38,Web,Europe
Movies,2.6,2023-04-13,292.09,Tablet,Europe
Home,3.5,2023-12-06,42.18,Smart TV,Africa
Books,4.5,2023-03-08,283.06,Tablet,Asia
Electronics,3.9,2023-04-06,266.85,Tablet,Europe
Clothing,2.2,2024-08-26,220.81,Tablet,Africa
Books,4.2,2023-03-20,386.68,Tablet,Asia
Home,3.6,2023-10-25,324.95,Web,Africa
Electronics,3.7,2024-07-04,351.09,Smart TV,South America
Home,3.4,2023-07-06,192.05,Web,Europe
Books,1.7,2024-03-04,350.43,Mobile App,Africa
Home,2.6,2023-06-15,379.4,Mobile App,Europe
Sports,2.2,2022-12-26,359.71,Tablet,Australia
Movies,4.5,2024-08-28,33.34,Smart TV,South America
Beauty,3.5,2023-04-01,239.19,Web,Africa
Games,4.1,2024-01-23,111.7,Tablet,Asia
Home,3.6,2023-09-21,222.51,Tablet,Europe
Beauty,2.9,2024-02-28,499.69,Web,Europe
Games,3.2,2024-07-20,437.33,Mobile App,Europe
Movies,3.5,2023-09-12,410.3,Tablet,South America
Beauty,4.8,2024-07-21,389.84,Mobile App,North America
Music,2.7,2023-08-21,491.0,Tablet,South America
Clothing,2.1,2024-05-15,278.39,Smart TV,South America
Clothing,3.5,2023-09-09,50.11,Web,South America
Beauty,3.9,2023-01-14,392.47,Tablet,South America
Music,2.0,2023-04-12,457.47,Tablet,Australia
Clothing,1.8,2024-08-10,479.75,Web,North America
Home,4.0,2023-08-19,134.06,Mobile App,South America
Clothing,3.5,2024-11-26,403.25,Mobile App,Asia
Movies,2.6,2023-11-15,100.31,Smart TV,North America
Beauty,3.6,2023-07-08,34.92,Smart TV,Europe
Home,4.1,2023-02-09,15.79,Mobile App,Asia
Home,1.5,2023-08-23,33.53,Web,Africa
Games,3.9,2024-08-25,470.63,Smart TV,North America
Clothing,2.9,2024-07-16,191.21,Web,North America
Movies,3.1,2024-11-29,251.82,Smart TV,Asia
Sports,4.7,2023-08-18,98.29,Web,South America
Sports,1.1,2023-08-01,70.35,Smart TV,Africa
Home,2.2,2023-09-14,321.95,Mobile App,Asia
Home,2.1,2024-10-14,442.0,Tablet,South America
Beauty,1.7,2024-07-29,439.9,Smart TV,Europe
Books,1.2,2024-06-15,63.59,Tablet,South America
Movies,5.0,2023-12-01,33.12,Web,Africa
Sports,2.2,2023-11-10,9.77,Web,North America
Music,1.7,2023-10-06,190.23,Web,Australia
Clothing,4.7,2024-04-16,321.2,Web,Australia
Clothing,4.9,2023-08-14,316.25,Tablet,North America
Home,2.3,2024-09-12,426.6,Web,Australia
Games,3.6,2023-08-21,106.01,Web,Africa
Books,1.3,2024-08-23,144.93,Smart TV,South America
Sports,2.6,2023-04-24,432.51,Mobile App,Africa
Sports,1.4,2023-10-13,344.26,Smart TV,North America
Movies,3.2,2024-10-21,334.41,Smart TV,South America
Movies,2.0,2023-11-15,457.77,Web,South America
Electronics,1.3,2024-12-05,122.04,Tablet,North America
Games,3.6,2023-09-20,448.97,Mobile App,Australia
Beauty,3.7,2023-11-27,169.12,Web,North America
Home,3.1,2024-12-04,233.43,Tablet,North America
Electronics,4.3,2023-06-25,233.61,Tablet,Africa
Sports,4.8,2023-03-03,311.51,Mobile App,North America
Games,3.6,2024-03-31,307.3,Mobile App,North America
Books,3.1,2023-09-16,495.2,Web,Africa
Clothing,3.4,2024-01-29,400.02,Web,Europe
Music,4.3,2023-05-13,211.05,Web,Asia
Music,1.0,2023-12-17,152.68,Mobile App,Australia
Books,1.6,2024-08-07,478.97,Smart TV,Africa
Movies,1.8,2023-05-19,430.28,Tablet,North America
Electronics,1.6,2023-10-25,101.88,Web,Australia
Games,1.1,2024-08-17,161.02,Tablet,Australia
Movies,3.7,2023-09-15,206.93,Mobile App,North America
Movies,2.4,2023-10-18,273.0,Smart TV,South America
Movies,3.4,2023-08-21,364.62,Smart TV,Asia
Beauty,3.8,2023-05-16,458.7,Mobile App,Asia
Beauty,4.6,2024-07-26,401.03,Mobile App,Australia
Music,3.0,2024-11-25,370.06,Smart TV,Europe
Music,4.8,2024-07-25,76.58,Mobile App,South America
Beauty,4.7,2024-09-10,32.9,Tablet,Europe
Sports,3.7,2023-08-20,400.79,Web,South America
Electronics,4.9,2023-10-01,384.84,Web,South America
Books,4.0,2024-03-01,475.01,Tablet,Europe
Beauty,4.3,2024-09-05,48.3,Tablet,North America
Electronics,3.9,2023-08-13,117.05,Tablet,Europe
Games,4.8,2024-04-07,18.75,Tablet,Africa
Electronics,2.6,2024-01-25,322.49,Mobile App,Australia
Beauty,2.1,2023-12-05,66.1,Tablet,Australia
Music,4.0,2023-04-24,206.17,Tablet,Australia
Sports,4.7,2024-08-02,172.0,Smart TV,Australia
Games,1.5,2023-12-26,48.84,Tablet,Africa
Books,4.7,2024-07-17,168.25,Mobile App,Europe
Sports,1.6,2024-11-03,317.85,Web,Africa
Movies,4.7,2023-04-17,348.91,Mobile App,Australia
Books,3.9,2023-12-19,127.97,Mobile App,Europe
Games,4.7,2024-11-20,381.57,Smart TV,Australia
Books,3.0,2023-11-05,383.4,Smart TV,North America
Sports,2.2,2024-01-11,303.41,Smart TV,South America
Movies,3.1,2024-11-28,13.87,Mobile App,South America
Games,3.7,2024-05-09,45.82,Smart TV,South America
Sports,3.8,2023-06-04,306.67,Mobile App,North America
Books,1.2,2023-11-12,161.01,Web,Africa
Home,3.8,2024-05-15,313.02,Web,North America
Music,3.8,2023-12-19,435.44,Tablet,Africa
Electronics,5.0,2024-05-27,318.49,Smart TV,North America
Games,4.9,2022-12-28,302.35,Mobile App,Europe
Sports,2.5,2024-10-15,291.78,Mobile App,Asia
Beauty,3.2,2023-09-05,155.2,Tablet,Australia
Home,3.0,2023-04-18,15.53,Smart TV,Africa
Movies,3.5,2023-12-27,212.01,Mobile App,Asia
Movies,4.7,2024-12-03,372.36,Mobile App,Australia
Movies,2.3,2024-07-28,331.64,Smart TV,Asia
Music,4.2,2023-07-03,78.46,Mobile App,Africa
Home,4.3,2024-05-07,493.44,Web,South America
Home,2.4,2023-06-17,222.15,Web,Europe
Movies,5.0,2024-09-14,173.43,Smart TV,Europe
Books,1.1,2023-06-30,130.91,Tablet,Africa
Music,3.8,2023-06-11,294.31,Smart TV,South America
Electronics,4.6,2024-03-06,114.02,Web,South America
Music,3.6,2023-02-05,60.78,Smart TV,Australia
Books,4.9,2023-01-16,483.84,Tablet,South America
Sports,2.8,2024-05-16,421.82,Mobile App,Asia
Books,1.3,2023-10-26,409.49,Tablet,Australia
Sports,1.1,2024-03-05,354.58,Web,Europe
Movies,4.7,2023-01-20,481.96,Tablet,Europe
Movies,3.2,2023-11-13,353.15,Smart TV,Australia
Games,2.0,2024-11-21,356.68,Web,Asia
Electronics,1.1,2024-01-06,330.37,Mobile App,Europe
Electronics,3.0,2024-08-16,371.48,Mobile App,North America
Books,3.3,2023-03-04,274.58,Mobile App,Asia
Electronics,1.8,2023-07-21,321.56,Smart TV,Europe
Sports,4.1,2023-07-23,466.98,Smart TV,Europe
Music,3.4,2023-03-09,368.69,Mobile App,Europe
Beauty,2.0,2023-11-08,424.21,Mobile App,Australia
Games,1.1,2023-11-01,477.74,Mobile App,Australia
Home,1.8,2024-08-24,464.22,Smart TV,Africa
Sports,3.1,2024-07-05,492.96,Tablet,Africa
Clothing,2.9,2024-04-11,74.49,Tablet,Europe
Beauty,3.5,2024-05-23,204.81,Smart TV,Asia
Clothing,2.6,2024-10-26,140.96,Web,Europe
Music,3.5,2024-12-23,221.42,Web,Europe
Home,4.1,2023-03-07,477.79,Web,Africa
Games,2.5,2024-06-15,119.24,Web,Australia
Movies,1.6,2023-06-08,188.63,Tablet,Africa
Books,1.7,2023-12-25,383.81,Smart TV,Asia
Games,1.7,2024-06-14,332.29,Web,Africa
Home,4.3,2023-04-23,101.68,Web,Asia
Books,2.7,2023-12-29,69.55,Tablet,South America
Beauty,2.5,2024-04-21,423.12,Mobile App,North America
Home,3.1,2024-03-01,378.08,Smart TV,Europe
Beauty,2.5,2024-09-28,257.5,Web,Australia
Games,4.8,2024-08-08,40.68,Web,Africa
Music,3.5,2024-12-18,25.41,Mobile App,North America
Sports,1.1,2023-08-09,416.6,Tablet,Asia
Books,1.4,2024-05-30,441.83,Tablet,North America
Sports,4.8,2023-04-25,208.15,Tablet,Australia
Music,2.3,2023-10-21,297.49,Tablet,Australia
Beauty,1.4,2024-10-08,93.61,Web,Asia
Music,1.5,2023-10-10,440.18,Smart TV,Asia
Sports,1.4,2023-03-06,57.87,Smart TV,North America
Movies,1.9,2024-08-09,430.52,Tablet,Europe
Electronics,2.0,2023-01-23,20.07,Tablet,Africa
Sports,3.2,2024-03-17,455.07,Tablet,Africa
Games,1.0,2024-03-09,450.91,Mobile App,Asia
Movies,1.4,2023-05-11,30.21,Tablet,Asia
Games,4.0,2023-11-11,440.61,Smart TV,South America
Home,2.9,2023-04-24,252.32,Smart TV,North America
Movies,3.1,2024-09-25,243.12,Tablet,Europe
Beauty,4.8,2023-10-19,482.5,Mobile App,Africa
Music,1.4,2023-08-14,162.18,Web,Australia
Music,4.3,2023-08-29,139.81,Web,South America
Home,3.0,2024-01-12,382.61,Smart TV,South America
Games,1.4,2023-04-07,482.37,Web,Australia
Music,4.3,2024-02-26,53.21,Web,North America
Movies,1.3,2024-07-06,354.11,Smart TV,Asia
Music,3.5,2024-08-22,29.72,Tablet,South America
Books,1.8,2023-09-21,70.04,Tablet,Australia
Music,4.3,2024-02-04,323.7,Web,South America
Movies,3.4,2023-02-23,379.84,Smart TV,Australia
Sports,4.9,2023-07-12,456.17,Mobile App,North America
Beauty,1.7,2024-09-23,203.81,Web,North America
Home,3.6,2024-06-23,34.81,Smart TV,Asia
Beauty,3.1,2023-09-12,247.87,Web,North America
Beauty,1.1,2023-12-21,134.02,Mobile App,South America
Home,2.4,2023-11-01,156.7,Smart TV,Australia
Clothing,2.2,2023-02-08,44.76,Mobile App,South America
Home,2.1,2024-01-26,461.98,Mobile App,South America
Books,4.2,2024-12-20,310.95,Web,Africa
Home,3.9,2024-05-18,128.99,Mobile App,Europe
Beauty,2.5,2024-08-29,479.94,Web,South America
Movies,2.5,2023-06-02,235.87,Mobile App,Europe
Electronics,4.8,2024-11-01,324.79,Smart TV,Europe
Books,1.4,2024-07-03,255.84,Smart TV,Australia
Games,4.8,2024-04-01,153.74,Web,Europe
Clothing,2.6,2023-04-13,302.7,Smart TV,Africa
Games,4.6,2024-05-08,464.44,Smart TV,Asia
Books,2.9,2024-05-21,394.41,Smart TV,South America
Clothing,2.3,2024-12-07,291.26,Tablet,North America
Books,4.4,2024-04-28,207.91,Smart TV,Asia
Electronics,1.8,2023-02-28,116.09,Tablet,Asia
Books,2.8,2024-11-29,35.56,Web,Africa
Games,4.0,2023-03-07,140.45,Tablet,South America
Electronics,4.5,2023-01-12,182.77,Smart TV,North America
Movies,4.3,2023-06-28,51.31,Web,North America
Books,4.6,2024-08-30,407.58,Tablet,Africa
Clothing,4.5,2023-05-26,151.57,Web,South America
Electronics,1.8,2024-07-18,181.23,Tablet,Asia
Electronics,3.1,2023-10-19,328.54,Tablet,Europe
Home,3.0,2024-09-09,366.26,Mobile App,Asia
Books,3.6,2024-04-07,157.73,Web,Africa
Music,2.9,2024-01-09,63.03,Smart TV,Africa
Movies,1.4,2024-06-04,329.73,Web,South America
Home,2.8,2024-11-17,37.9,Mobile App,North America
Movies,4.8,2023-11-03,104.62,Mobile App,Australia
Music,4.4,2024-03-25,39.44,Mobile App,Europe
Electronics,2.3,2024-11-30,84.21,Tablet,Asia
Music,1.5,2024-08-22,37.3,Smart TV,Africa
Beauty,1.0,2022-12-28,398.5,Smart TV,Africa
Home,3.8,2023-11-01,249.51,Tablet,Europe
Beauty,1.4,2024-06-08,90.03,Tablet,Europe
Home,2.3,2024-10-04,184.48,Web,Asia
Home,4.1,2023-07-20,266.38,Mobile App,Africa
Music,4.8,2024-02-20,45.69,Tablet,Asia
Games,2.3,2024-03-22,116.11,Smart TV,Europe
Games,1.3,2023-03-25,153.03,Web,South America
Beauty,2.6,2023-05-26,215.79,Mobile App,Europe
Movies,1.2,2024-06-22,45.54,Mobile App,Asia
Beauty,2.8,2024-07-13,196.87,Mobile App,South America
Home,4.2,2023-03-28,252.06,Tablet,South America
Clothing,4.0,2023-12-15,127.09,Smart TV,Asia
Home,4.1,2024-10-11,105.73,Mobile App,Europe
Clothing,2.6,2024-06-14,429.65,Web,Africa
Games,4.1,2023-06-13,120.4,Smart TV,South America
Clothing,2.1,2023-07-24,330.98,Web,Australia
Music,1.3,2023-08-28,190.52,Mobile App,Africa
Electronics,2.3,2024-05-26,122.23,Smart TV,South America
Electronics,2.0,2024-06-20,479.07,Smart TV,South America
Electronics,3.4,2023-11-26,46.84,Smart TV,Africa
Books,2.6,2023-01-09,104.1,Tablet,Europe
Movies,1.4,2023-09-13,27.72,Tablet,South America
Books,4.0,2024-07-22,303.97,Web,Asia
Beauty,3.2,2023-11-09,389.99,Tablet,Africa
Movies,4.4,2023-05-18,208.23,Smart TV,North America
Electronics,2.8,2024-09-23,488.88,Mobile App,Asia
Sports,2.1,2023-05-05,336.42,Web,South America
Beauty,4.5,2024-08-25,259.83,Tablet,Australia
Electronics,1.5,2023-09-22,377.45,Web,Africa
Home,3.6,2023-12-10,196.41,Web,Australia
Books,1.1,2023-04-11,229.37,Smart TV,Africa
Electronics,4.9,2023-11-06,205.82,Mobile App,South America
Home,2.3,2023-10-27,42.27,Tablet,South America
Games,3.7,2024-01-14,196.08,Tablet,Australia
Beauty,1.6,2024-06-27,14.86,Web,South America
Electronics,2.2,2023-04-12,343.85,Web,Africa
Games,1.5,2024-07-17,211.82,Mobile App,Africa
Music,1.4,2023-02-16,198.34,Web,Europe
Movies,3.4,2023-06-12,201.56,Smart TV,North America
Home,3.7,2023-01-31,254.27,Mobile App,North America
Clothing,4.1,2023-04-22,157.99,Tablet,South America
Books,2.1,2024-11-07,109.99,Smart TV,South America
Sports,1.1,2024-10-07,37.54,Tablet,Africa
Books,2.5,2024-05-25,96.51,Smart TV,Asia
Home,2.1,2024-12-04,87.45,Smart TV,North America
Electronics,4.6,2023-08-31,416.17,Smart TV,North America
Music,2.7,2024-09-23,485.73,Mobile App,Africa
Clothing,4.0,2023-11-22,24.02,Web,Asia
Music,1.2,2023-08-26,481.94,Mobile App,Asia
Music,1.5,2023-08-06,214.06,Smart TV,South America
Games,4.5,2024-12-02,17.62,Web,Asia
